department,date,income
ДЦ,2025-09-12,7336.5
Массаж,2025-09-12,8727.5
Мероприятия ФД,2025-09-12,16000.0
СМ,2025-09-12,2400.0
ТЗ,2025-09-12,90280.75
БК,2025-09-13,2212.5
ГП,2025-09-13,3582.5
Массаж,2025-09-13,5822.5
Мероприятия ФД,2025-09-13,550.0
СМ,2025-09-13,3420.0
ТЗ,2025-09-13,34839.5
БК,2025-09-14,725.0
ГП,2025-09-14,8108.5
ДЦ,2025-09-14,4317.5
Массаж,2025-09-14,10322.5
Мероприятия ФД,2025-09-14,16000.0
СМ,2025-09-14,3420.0
ТЗ,2025-09-14,26597.5
БК,2025-09-15,6132.5
ГП,2025-09-15,25345.0
ДЦ,2025-09-15,10030.5
Массаж,2025-09-15,8775.0
Мероприятия ФД,2025-09-15,-6950.0
СМ,2025-09-15,4560.0
ТЗ,2025-09-15,95822.5
БК,2025-09-16,3962.5
ГП,2025-09-16,35224.5
ДЦ,2025-09-16,11651.5
Массаж,2025-09-16,23047.5
СМ,2025-09-16,1020.0
ТЗ,2025-09-16,90895.0
БК,2025-09-17,8395.0
ГП,2025-09-17,42823.0
ДЦ,2025-09-17,10413.5
Массаж,2025-09-17,8542.5
СМ,2025-09-17,2400.0
ТЗ,2025-09-17,102203.0
БК,2025-09-18,1487.5
ГП,2025-09-18,40460.5
ДЦ,2025-09-18,13458.5
Массаж,2025-09-18,10375.0
СМ,2025-09-18,0.0
ТЗ,2025-09-18,92026.25
БК,2025-09-19,4408.75
ГП,2025-09-19,28828.0
ДЦ,2025-09-19,4945.5
Массаж,2025-09-19,27865.0
Мероприятия ФД,2025-09-19,16550.0
СМ,2025-09-19,3180.0
ТЗ,2025-09-19,75340.5
БК,2025-09-20,2212.5
ГП,2025-09-20,23606.0
ДЦ,2025-09-20,2177.5
Массаж,2025-09-20,10630.0
СМ,2025-09-20,0.0
ТЗ,2025-09-20,59260.25
ГП,2025-09-21,4322.5
ДЦ,2025-09-21,2079.0
Массаж,2025-09-21,2252.5
СМ,2025-09-21,0.0
ТЗ,2025-09-21,50465.5
БК,2025-09-22,7073.75
ГП,2025-09-22,30937.5
ДЦ,2025-09-22,4281.0
Массаж,2025-09-22,11517.5
Мероприятия ФД,2025-09-22,550.0
СМ,2025-09-22,2400.0
ТЗ,2025-09-22,87568.0
БК,2025-09-23,2852.5
ГП,2025-09-23,52985.5
ДЦ,2025-09-23,9887.25
Массаж,2025-09-23,22056.25
Мероприятия ФД,2025-09-23,1100.0
СМ,2025-09-23,1200.0
ТЗ,2025-09-23,94343.0
БК,2025-09-24,3556.25
ГП,2025-09-24,24952.5
ДЦ,2025-09-24,17895.25
Массаж,2025-09-24,13430.0
Мероприятия ФД,2025-09-24,550.0
СМ,2025-09-24,3600.0
ТЗ,2025-09-24,110816.5
БК,2025-09-25,11870.0
ГП,2025-09-25,43523.0
ДЦ,2025-09-25,11579.25
Массаж,2025-09-25,9770.0
СМ,2025-09-25,3420.0
ТЗ,2025-09-25,95949.5
БК,2025-09-26,2791.25
ГП,2025-09-26,42255.0
ДЦ,2025-09-26,10331.5
Массаж,2025-09-26,16312.5
Мероприятия ФД,2025-09-26,550.0
СМ,2025-09-26,2160.0
ТЗ,2025-09-26,94268.5
БК,2025-09-27,2212.5
ГП,2025-09-27,13792.5
ДЦ,2025-09-27,1525.0
Массаж,2025-09-27,10322.5
Мероприятия ФД,2025-09-27,550.0
СМ,2025-09-27,3180.0
ТЗ,2025-09-27,49857.0
ГП,2025-09-28,12252.5
ДЦ,2025-09-28,1202.5
Массаж,2025-09-28,3145.0
СМ,2025-09-28,2400.0
ТЗ,2025-09-28,28358.5
БК,2025-09-29,5425.5
ГП,2025-09-29,44792.5
ДЦ,2025-09-29,15477.5
Массаж,2025-09-29,23671.5
Мероприятия ФД,2025-09-29,17100.0
СМ,2025-09-29,4560.0
ТЗ,2025-09-29,125790.75
БК,2025-09-30,3587.5
ГП,2025-09-30,63236.0
ДЦ,2025-09-30,12488.5
Массаж,2025-09-30,47267.5
Мероприятия ФД,2025-09-30,16550.0
СМ,2025-09-30,2820.0
ТЗ,2025-09-30,139077.25
БК,2025-10-01,7417.5
ГП,2025-10-01,49279.25
ДЦ,2025-10-01,22298.5
Массаж,2025-10-01,20249.5
Мероприятия ФД,2025-10-01,3100.0
СМ,2025-10-01,1020.0
ТЗ,2025-10-01,94273.5
ГП,2025-10-02,58690.0
ДЦ,2025-10-02,13370.5
Массаж,2025-10-02,14402.0
СМ,2025-10-02,1200.0
ТЗ,2025-10-02,90437.75
БК,2025-10-03,2957.5
ГП,2025-10-03,38463.0
ДЦ,2025-10-03,13393.0
Массаж,2025-10-03,8072.5
Мероприятия ФД,2025-10-03,17550.0
СМ,2025-10-03,4760.0
ТЗ,2025-10-03,113684.0
БК,2025-10-04,3700.0
ГП,2025-10-04,15817.5
ДЦ,2025-10-04,550.0
Массаж,2025-10-04,11002.5
СМ,2025-10-04,2220.0
ТЗ,2025-10-04,20958.0
ГП,2025-10-05,8870.0
ДЦ,2025-10-05,1017.5
Массаж,2025-10-05,8882.5
Мероприятия ФД,2025-10-05,1100.0
СМ,2025-10-05,2400.0
ТЗ,2025-10-05,32523.5
БК,2025-10-06,4400.0
ГП,2025-10-06,37210.5
ДЦ,2025-10-06,10969.5
Массаж,2025-10-06,18607.5
Мероприятия ФД,2025-10-06,550.0
СМ,2025-10-06,-2300.0
ТЗ,2025-10-06,111551.0
БК,2025-10-07,7103.75
ГП,2025-10-07,46545.5
ДЦ,2025-10-07,6593.0
Массаж,2025-10-07,18480.0
Мероприятия ФД,2025-10-07,650.0
СМ,2025-10-07,2700.0
ТЗ,2025-10-07,98001.0
БК,2025-10-08,6857.5
ГП,2025-10-08,38019.25
ДЦ,2025-10-08,12051.0
Массаж,2025-10-08,18497.0
Мероприятия ФД,2025-10-08,17100.0
СМ,2025-10-08,0.0
ТЗ,2025-10-08,108708.25
БК,2025-10-09,9628.75
ГП,2025-10-09,50223.5
ДЦ,2025-10-09,9497.0
Массаж,2025-10-09,32774.5
Мероприятия ФД,2025-10-09,1100.0
СМ,2025-10-09,1200.0
ТЗ,2025-10-09,106977.5
БК,2025-10-10,5380.0
ГП,2025-10-10,43510.0
ДЦ,2025-10-10,6785.0
Массаж,2025-10-10,23577.5
Мероприятия ФД,2025-10-10,550.0
СМ,2025-10-10,2400.0
ТЗ,2025-10-10,90851.0
БК,2025-10-11,650.0
ГП,2025-10-11,18975.0
ДЦ,2025-10-11,550.0
Массаж,2025-10-11,5952.5
Мероприятия ФД,2025-10-11,650.0
СМ,2025-10-11,3600.0
ТЗ,2025-10-11,53541.25
БК,2025-10-12,2302.5
ГП,2025-10-12,11275.0
ДЦ,2025-10-12,2590.5
Массаж,2025-10-12,5270.0
Мероприятия ФД,2025-10-12,550.0
СМ,2025-10-12,0.0
ТЗ,2025-10-12,34426.25
БК,2025-10-13,3962.5
ГП,2025-10-13,33596.5
ДЦ,2025-10-13,11037.0
Массаж,2025-10-13,8877.5
Мероприятия ФД,2025-10-13,1650.0
СМ,2025-10-13,1200.0
ТЗ,2025-10-13,87527.25
БК,2025-10-14,4377.5
ГП,2025-10-14,60484.0
ДЦ,2025-10-14,9123.5
Массаж,2025-10-14,29905.0
Мероприятия ФД,2025-10-14,17100.0
СМ,2025-10-14,5580.0
ТЗ,2025-10-14,105601.5
БК,2025-10-15,7662.5
ГП,2025-10-15,67372.25
ДЦ,2025-10-15,14327.5
Массаж,2025-10-15,17927.5
Мероприятия ФД,2025-10-15,16550.0
СМ,2025-10-15,3600.0
ТЗ,2025-10-15,126250.75
БК,2025-10-16,7250.0
ГП,2025-10-16,52420.5
ДЦ,2025-10-16,10395.0
Массаж,2025-10-16,22501.25
Мероприятия ФД,2025-10-16,37950.0
СМ,2025-10-16,2400.0
ТЗ,2025-10-16,82574.25
БК,2025-10-17,5986.25
ГП,2025-10-17,39931.5
ДЦ,2025-10-17,15629.5
Массаж,2025-10-17,14610.0
СМ,2025-10-17,700.0
ТЗ,2025-10-17,103633.25
БК,2025-10-18,1450.0
ГП,2025-10-18,33712.0
ДЦ,2025-10-18,1486.5
Массаж,2025-10-18,14210.0
СМ,2025-10-18,2220.0
ТЗ,2025-10-18,44248.0
ГП,2025-10-19,10927.5
ДЦ,2025-10-19,2915.0
Массаж,2025-10-19,1700.0
СМ,2025-10-19,700.0
ТЗ,2025-10-19,34706.75
БК,2025-10-20,3556.25
ГП,2025-10-20,36152.0
ДЦ,2025-10-20,12501.5
Массаж,2025-10-20,27682.5
Мероприятия ФД,2025-10-20,9500.0
СМ,2025-10-20,2400.0
ТЗ,2025-10-20,117537.5
БК,2025-10-21,3300.0
ГП,2025-10-21,65505.0
ДЦ,2025-10-21,13166.0
Массаж,2025-10-21,27107.5
Мероприятия ФД,2025-10-21,5700.0
СМ,2025-10-21,2400.0
ТЗ,2025-10-21,118071.75
БК,2025-10-22,9002.5
ГП,2025-10-22,56911.25
ДЦ,2025-10-22,15525.0
Массаж,2025-10-22,15015.0
Мероприятия ФД,2025-10-22,3850.0
СМ,2025-10-22,2220.0
ТЗ,2025-10-22,122482.5
БК,2025-10-23,7296.25
ГП,2025-10-23,51634.5
ДЦ,2025-10-23,10096.0
Массаж,2025-10-23,26782.5
СМ,2025-10-23,2220.0
ТЗ,2025-10-23,97900.0
БК,2025-10-24,3066.25
ГП,2025-10-24,77952.0
ДЦ,2025-10-24,7891.0
Массаж,2025-10-24,13334.5
Мероприятия ФД,2025-10-24,3050.0
СМ,2025-10-24,4620.0
ТЗ,2025-10-24,106682.25
БК,2025-10-25,725.0
ГП,2025-10-25,36177.0
ДЦ,2025-10-25,550.0
Массаж,2025-10-25,0.0
Мероприятия ФД,2025-10-25,1750.0
СМ,2025-10-25,1200.0
ТЗ,2025-10-25,43967.0
ГП,2025-10-26,12470.0
ДЦ,2025-10-26,1017.5
Массаж,2025-10-26,8750.0
Мероприятия ФД,2025-10-26,1200.0
СМ,2025-10-26,2160.0
ТЗ,2025-10-26,33969.67
БК,2025-10-27,8297.5
ГП,2025-10-27,25544.0
ДЦ,2025-10-27,10500.5
Массаж,2025-10-27,10622.5
Мероприятия ФД,2025-10-27,13250.0
СМ,2025-10-27,3420.0
ТЗ,2025-10-27,112739.5
БК,2025-10-28,2475.0
ГП,2025-10-28,39735.5
ДЦ,2025-10-28,3985.5
Массаж,2025-10-28,37595.0
Мероприятия ФД,2025-10-28,11500.0
СМ,2025-10-28,3600.0
ТЗ,2025-10-28,122597.58
БК,2025-10-29,13705.0
ГП,2025-10-29,57629.75
ДЦ,2025-10-29,12855.0
Массаж,2025-10-29,29262.5
Мероприятия ФД,2025-10-29,11500.0
СМ,2025-10-29,3240.0
ТЗ,2025-10-29,100165.5
БК,2025-10-30,5602.5
ГП,2025-10-30,51736.75
ДЦ,2025-10-30,13355.0
Массаж,2025-10-30,26035.0
Мероприятия ФД,2025-10-30,10570.0
СМ,2025-10-30,6660.0
ТЗ,2025-10-30,100951.5
БК,2025-10-31,15870.0
ГП,2025-10-31,42055.5
ДЦ,2025-10-31,10182.0
Массаж,2025-10-31,42097.5
Мероприятия ФД,2025-10-31,10200.0
СМ,2025-10-31,3100.0
ТЗ,2025-10-31,115473.33
ГП,2025-11-01,24852.5
Массаж,2025-11-01,17300.0
Мероприятия ФД,2025-11-01,1100.0
СМ,2025-11-01,4620.0
ТЗ,2025-11-01,44174.5
БК,2025-11-02,2825.0
ГП,2025-11-02,5217.5
ДЦ,2025-11-02,979.0
Массаж,2025-11-02,5270.0
Мероприятия ФД,2025-11-02,19500.0
ТЗ,2025-11-02,31762.0
БК,2025-11-03,490.0
ГП,2025-11-03,18257.0
ДЦ,2025-11-03,12480.0
Массаж,2025-11-03,12300.0
Мероприятия ФД,2025-11-03,5100.0
СМ,2025-11-03,0.0
ТЗ,2025-11-03,67628.25
БК,2025-11-04,6337.5
ГП,2025-11-04,22667.5
ДЦ,2025-11-04,6629.5
Массаж,2025-11-04,17605.0
СМ,2025-11-04,2250.0
ТЗ,2025-11-04,71133.75
БК,2025-11-05,9348.75
ГП,2025-11-05,38279.0
ДЦ,2025-11-05,15090.0
Массаж,2025-11-05,25275.0
Мероприятия ФД,2025-11-05,16550.0
СМ,2025-11-05,1200.0
ТЗ,2025-11-05,88167.5
БК,2025-11-06,5600.0
ГП,2025-11-06,59058.5
ДЦ,2025-11-06,15067.5
Массаж,2025-11-06,23147.5
Мероприятия ФД,2025-11-06,4650.0
СМ,2025-11-06,1387.5
ТЗ,2025-11-06,81722.92
БК,2025-11-07,10842.5
ГП,2025-11-07,64283.5
ДЦ,2025-11-07,11079.5
Массаж,2025-11-07,14352.0
Мероприятия ФД,2025-11-07,17550.0
СМ,2025-11-07,5760.0
ТЗ,2025-11-07,116662.0
БК,2025-11-08,3237.5
ГП,2025-11-08,27673.5
ДЦ,2025-11-08,1061.5
Массаж,2025-11-08,13227.5
Мероприятия ФД,2025-11-08,550.0
СМ,2025-11-08,1200.0
ТЗ,2025-11-08,53797.5
БК,2025-11-09,2717.5
ГП,2025-11-09,21100.0
ДЦ,2025-11-09,2079.0
Массаж,2025-11-09,15067.5
Мероприятия ФД,2025-11-09,550.0
СМ,2025-11-09,1020.0
ТЗ,2025-11-09,42075.33
БК,2025-11-10,7678.75
ГП,2025-11-10,34141.0
ДЦ,2025-11-10,17257.0
Массаж,2025-11-10,25089.5
Мероприятия ФД,2025-11-10,2750.0
СМ,2025-11-10,8760.0
ТЗ,2025-11-10,100370.5
БК,2025-11-11,2212.5
ГП,2025-11-11,38853.5
ДЦ,2025-11-11,9530.0
Массаж,2025-11-11,10105.0
Мероприятия ФД,2025-11-11,15450.0
СМ,2025-11-11,2400.0
ТЗ,2025-11-11,109907.25
БК,2025-11-12,13849.5
ГП,2025-11-12,50611.5
ДЦ,2025-11-12,16019.5
Массаж,2025-11-12,17357.0
Мероприятия ФД,2025-11-12,1100.0
СМ,2025-11-12,7200.0
ТЗ,2025-11-12,101748.75
ГП,2025-11-13,60431.25
ДЦ,2025-11-13,11854.5
Массаж,2025-11-13,27522.5
Мероприятия ФД,2025-11-13,550.0
СМ,2025-11-13,3240.0
ТЗ,2025-11-13,116583.42
БК,2025-11-14,10961.25
ГП,2025-11-14,83091.25
ДЦ,2025-11-14,17880.0
Массаж,2025-11-14,22857.5
Мероприятия ФД,2025-11-14,16550.0
СМ,2025-11-14,4800.0
ТЗ,2025-11-14,146796.0
БК,2025-11-15,3877.5
ГП,2025-11-15,27748.5
ДЦ,2025-11-15,3760.0
Массаж,2025-11-15,6240.0
Мероприятия ФД,2025-11-15,6000.0
СМ,2025-11-15,4560.0
ТЗ,2025-11-15,62856.0
БК,2025-11-16,1400.0
ГП,2025-11-16,24552.5
ДЦ,2025-11-16,3549.0
Мероприятия ФД,2025-11-16,550.0
СМ,2025-11-16,1020.0
ТЗ,2025-11-16,47885.0
БК,2025-11-17,3560.0
ГП,2025-11-17,36020.5
ДЦ,2025-11-17,17419.5
Массаж,2025-11-17,17137.5
Мероприятия ФД,2025-11-17,1100.0
СМ,2025-11-17,550.0
ТЗ,2025-11-17,123966.5
ГП,2025-11-18,48185.75
ДЦ,2025-11-18,14331.0
Массаж,2025-11-18,19390.0
Мероприятия ФД,2025-11-18,20000.0
СМ,2025-11-18,0.0
ТЗ,2025-11-18,118880.75
БК,2025-11-19,9561.75
ГП,2025-11-19,44719.0
ДЦ,2025-11-19,19833.0
Массаж,2025-11-19,16182.5
Мероприятия ФД,2025-11-19,3050.0
СМ,2025-11-19,1200.0
ТЗ,2025-11-19,91150.0
БК,2025-11-20,4049.5
ГП,2025-11-20,46163.0
ДЦ,2025-11-20,10151.0
Массаж,2025-11-20,8327.5
Мероприятия ФД,2025-11-20,13150.0
СМ,2025-11-20,2400.0
ТЗ,2025-11-20,89684.0
БК,2025-11-21,3075.5
ГП,2025-11-21,35529.75
ДЦ,2025-11-21,13429.8
Массаж,2025-11-21,21087.5
Мероприятия ФД,2025-11-21,1600.0
СМ,2025-11-21,1200.0
ТЗ,2025-11-21,91767.25
БК,2025-11-22,5865.0
ГП,2025-11-22,21903.5
ДЦ,2025-11-22,1061.5
Массаж,2025-11-22,18690.0
Мероприятия ФД,2025-11-22,550.0
СМ,2025-11-22,2220.0
ТЗ,2025-11-22,53571.5
ГП,2025-11-23,11057.5
ДЦ,2025-11-23,2924.0
Массаж,2025-11-23,12697.5
СМ,2025-11-23,3420.0
ТЗ,2025-11-23,33371.42
БК,2025-11-24,8891.25
ГП,2025-11-24,49182.5
ДЦ,2025-11-24,17737.5
Массаж,2025-11-24,14625.0
Мероприятия ФД,2025-11-24,33100.0
СМ,2025-11-24,375.0
ТЗ,2025-11-24,130226.5
БК,2025-11-25,1399.25
ГП,2025-11-25,51806.5
ДЦ,2025-11-25,10294.5
Массаж,2025-11-25,38625.0
Мероприятия ФД,2025-11-25,400.0
СМ,2025-11-25,1200.0
ТЗ,2025-11-25,123020.0
БК,2025-11-26,8105.75
ГП,2025-11-26,65856.75
ДЦ,2025-11-26,21495.5
Массаж,2025-11-26,33645.0
Мероприятия ФД,2025-11-26,7150.0
СМ,2025-11-26,2220.0
ТЗ,2025-11-26,117965.25
БК,2025-11-27,725.0
ГП,2025-11-27,55869.5
ДЦ,2025-11-27,13700.5
Массаж,2025-11-27,27022.5
Мероприятия ФД,2025-11-27,250.0
СМ,2025-11-27,0.0
ТЗ,2025-11-27,103094.5
БК,2025-11-28,6160.0
ГП,2025-11-28,56400.0
ДЦ,2025-11-28,13073.5
Массаж,2025-11-28,17940.0
Мероприятия ФД,2025-11-28,3450.0
СМ,2025-11-28,3580.0
ТЗ,2025-11-28,132484.75
БК,2025-11-29,3152.5
ГП,2025-11-29,34342.5
ДЦ,2025-11-29,5508.5
Массаж,2025-11-29,14465.0
Мероприятия ФД,2025-11-29,200.0
СМ,2025-11-29,4440.0
ТЗ,2025-11-29,56255.0
ГП,2025-11-30,49480.0
Массаж,2025-11-30,9642.5
СМ,2025-11-30,0.0
ТЗ,2025-11-30,26208.33
БК,2025-12-01,7585.0
ГП,2025-12-01,30136.75
ДЦ,2025-12-01,16488.0
Массаж,2025-12-01,20947.5
Мероприятия ФД,2025-12-01,15400.0
СМ,2025-12-01,0.0
ТЗ,2025-12-01,98682.25
БК,2025-12-02,604.5
ГП,2025-12-02,65999.75
ДЦ,2025-12-02,15272.5
Массаж,2025-12-02,30170.0
Мероприятия ФД,2025-12-02,800.0
СМ,2025-12-02,-320.0
ТЗ,2025-12-02,109362.33
БК,2025-12-03,2195.0
ГП,2025-12-03,46500.5
ДЦ,2025-12-03,19219.0
Массаж,2025-12-03,19220.0
Мероприятия ФД,2025-12-03,16300.0
СМ,2025-12-03,0.0
ТЗ,2025-12-03,103455.0
БК,2025-12-04,5203.0
ГП,2025-12-04,32030.5
ДЦ,2025-12-04,13045.5
Массаж,2025-12-04,16342.5
Мероприятия ФД,2025-12-04,300.0
СМ,2025-12-04,1200.0
ТЗ,2025-12-04,82510.42
БК,2025-12-05,3175.0
ГП,2025-12-05,39923.0
ДЦ,2025-12-05,8367.0
Массаж,2025-12-05,13760.0
Мероприятия ФД,2025-12-05,18200.0
СМ,2025-12-05,2160.0
ТЗ,2025-12-05,104245.0
ГП,2025-12-06,10837.5
ДЦ,2025-12-06,5299.5
Массаж,2025-12-06,10480.0
Мероприятия ФД,2025-12-06,700.0
СМ,2025-12-06,0.0
ТЗ,2025-12-06,46941.0
ГП,2025-12-07,17545.0
ДЦ,2025-12-07,2357.5
Массаж,2025-12-07,7572.5
СМ,2025-12-07,0.0
ТЗ,2025-12-07,24573.5
БК,2025-12-08,6370.0
ГП,2025-12-08,14690.0
ДЦ,2025-12-08,13656.0
Массаж,2025-12-08,10357.5
Мероприятия ФД,2025-12-08,1400.0
СМ,2025-12-08,1200.0
ТЗ,2025-12-08,112708.25
БК,2025-12-09,5136.75
ГП,2025-12-09,45160.0
ДЦ,2025-12-09,15226.5
Массаж,2025-12-09,23982.5
Мероприятия ФД,2025-12-09,-500.0
СМ,2025-12-09,3695.0
ТЗ,2025-12-09,108433.33
БК,2025-12-10,8271.25
ГП,2025-12-10,42405.5
ДЦ,2025-12-10,11069.5
Массаж,2025-12-10,16427.5
Мероприятия ФД,2025-12-10,2800.0
СМ,2025-12-10,5520.0
ТЗ,2025-12-10,119907.25
БК,2025-12-11,674.25
ГП,2025-12-11,46898.0
ДЦ,2025-12-11,11507.0
Массаж,2025-12-11,27615.0
Мероприятия ФД,2025-12-11,5300.0
СМ,2025-12-11,1020.0
ТЗ,2025-12-11,106923.42
БК,2025-12-12,6486.75
ГП,2025-12-12,49454.0
ДЦ,2025-12-12,11514.5
Массаж,2025-12-12,34965.0
Мероприятия ФД,2025-12-12,19150.0
СМ,2025-12-12,1550.0
ТЗ,2025-12-12,96489.0
ГП,2025-12-13,11787.5
ДЦ,2025-12-13,1567.5
Массаж,2025-12-13,14992.5
Мероприятия ФД,2025-12-13,1500.0
СМ,2025-12-13,960.0
ТЗ,2025-12-13,49861.0
БК,2025-12-14,1487.5
ГП,2025-12-14,9425.0
Массаж,2025-12-14,6625.0
СМ,2025-12-14,2920.0
ТЗ,2025-12-14,24671.0
БК,2025-12-15,2748.75
ГП,2025-12-15,24665.0
ДЦ,2025-12-15,14017.5
Массаж,2025-12-15,31955.0
Мероприятия ФД,2025-12-15,20900.0
СМ,2025-12-15,4060.0
ТЗ,2025-12-15,99889.0
БК,2025-12-16,2124.25
ГП,2025-12-16,38693.0
ДЦ,2025-12-16,7865.5
Массаж,2025-12-16,39000.0
Мероприятия ФД,2025-12-16,18150.0
СМ,2025-12-16,1200.0
ТЗ,2025-12-16,107021.83
БК,2025-12-17,6405.0
ГП,2025-12-17,32513.0
ДЦ,2025-12-17,18531.0
Массаж,2025-12-17,13935.0
Мероприятия ФД,2025-12-17,12600.0
СМ,2025-12-17,2400.0
ТЗ,2025-12-17,87041.25
БК,2025-12-18,1692.0
ГП,2025-12-18,38540.0
ДЦ,2025-12-18,5340.0
Массаж,2025-12-18,16095.0
Мероприятия ФД,2025-12-18,4000.0
СМ,2025-12-18,2160.0
ТЗ,2025-12-18,96012.67
БК,2025-12-19,2660.0
ГП,2025-12-19,53268.0
ДЦ,2025-12-19,9278.0
Массаж,2025-12-19,19355.0
Мероприятия ФД,2025-12-19,2700.0
СМ,2025-12-19,1200.0
ТЗ,2025-12-19,90736.75
БК,2025-12-20,2127.5
ГП,2025-12-20,19588.75
ДЦ,2025-12-20,2000.0
Массаж,2025-12-20,8330.0
Мероприятия ФД,2025-12-20,6650.0
ТЗ,2025-12-20,59189.0
ГП,2025-12-21,12530.0
ДЦ,2025-12-21,3937.5
Массаж,2025-12-21,5720.0
Мероприятия ФД,2025-12-21,5700.0
СМ,2025-12-21,5500.0
ТЗ,2025-12-21,31869.5
БК,2025-12-22,6670.75
ГП,2025-12-22,27697.5
ДЦ,2025-12-22,19239.5
Массаж,2025-12-22,20087.5
Мероприятия ФД,2025-12-22,1100.0
СМ,2025-12-22,1200.0
ТЗ,2025-12-22,112415.25
ГП,2025-12-23,35653.25
ДЦ,2025-12-23,6297.0
Массаж,2025-12-23,23515.0
СМ,2025-12-23,1200.0
ТЗ,2025-12-23,100965.75
БК,2025-12-24,6880.75
ГП,2025-12-24,32752.0
ДЦ,2025-12-24,12725.0
Массаж,2025-12-24,17672.5
Мероприятия ФД,2025-12-24,1100.0
СМ,2025-12-24,350.0
ТЗ,2025-12-24,116679.25
БК,2025-12-25,1400.0
ГП,2025-12-25,45488.25
ДЦ,2025-12-25,7497.5
Массаж,2025-12-25,6072.5
СМ,2025-12-25,3240.0
ТЗ,2025-12-25,79062.0
БК,2025-12-26,10163.75
ГП,2025-12-26,26902.5
ДЦ,2025-12-26,10946.5
Массаж,2025-12-26,11085.0
СМ,2025-12-26,3600.0
ТЗ,2025-12-26,104073.25
ГП,2025-12-27,8890.0
ДЦ,2025-12-27,4511.0
Массаж,2025-12-27,4372.5
Мероприятия ФД,2025-12-27,550.0
СМ,2025-12-27,2220.0
ТЗ,2025-12-27,64830.25
БК,2025-12-28,3673.5
ГП,2025-12-28,18965.0
ДЦ,2025-12-28,2634.5
Массаж,2025-12-28,10535.0
СМ,2025-12-28,2040.0
ТЗ,2025-12-28,20798.5
БК,2025-12-29,3150.0
ГП,2025-12-29,23433.5
ДЦ,2025-12-29,5582.5
Массаж,2025-12-29,14565.0
Мероприятия ФД,2025-12-29,2100.0
СМ,2025-12-29,0.0
ТЗ,2025-12-29,100015.0
БК,2025-12-30,3126.25
ГП,2025-12-30,16451.25
ДЦ,2025-12-30,7180.5
Массаж,2025-12-30,16455.0
Мероприятия ФД,2025-12-30,8550.0
СМ,2025-12-30,1200.0
ТЗ,2025-12-30,96046.25
ГП,2025-12-31,3370.0
Массаж,2025-12-31,6227.5
СМ,2025-12-31,0.0
ТЗ,2025-12-31,39812.5
